SNo,Provinces,Name,Municipal sub-type,Population -2011,Population -2006,Change (%),Land area (km²),Population density (per km2),,,
2487,Quebec,Sainte-Anne-de-Bellevue,Town,"5,073","5,197",?2.4,10.57,480,,,
2488,Quebec,Sainte-Anne-de-la-Pérade,Municipality,"2,072","1,991",4.1,110.22,18.8,,,
2489,Quebec,Sainte-Anne-de-la-Pocatière,Parish,"1,717","1,843",?6.8,55.22,31.1,,,
2490,Quebec,Sainte-Anne-de-la-Rochelle,Municipality,611,642,?4.8,61.85,9.9,,,
2491,Quebec,Sainte-Anne-de-Sabrevois,Parish,"2,074","1,889",9.8,44.81,46.3,,,
2492,Quebec,Sainte-Anne-des-Lacs,Parish,"3,363","3,029",11,24.77,135.8,,,
2493,Quebec,Sainte-Anne-des-Monts,Town,"6,933","6,772",2.4,263.31,26.3,,,
2494,Quebec,Sainte-Anne-de-Sorel,Municipality,"2,742","2,745",?0.1,38.39,71.4,,,
2495,Quebec,Sainte-Anne-des-Plaines,Town,"14,535","13,001",11.8,92.81,156.6,,,
2496,Quebec,Sainte-Anne-du-Lac,Municipality,619,613,1,322.67,1.9,,,
2497,Quebec,Sainte-Anne-du-Sault,Municipality,"1,268","1,315",?3.6,59.61,21.3,,,
2498,Quebec,Sainte-Apolline-de-Patton,Parish,621,678,?8.4,259.35,2.1,,,
2499,Quebec,Sainte-Aurélie,Municipality,910,965,?5.7,77.81,11.7,,,
2500,Quebec,Sainte-Barbe,Municipality,"1,403","1,453",?3.4,40.24,34.9,,,
2501,Quebec,Sainte-Béatrix,Municipality,"1,849","1,788",3.4,84,22,,,
2502,Quebec,Sainte-Brigide-d'Iberville,Municipality,"1,331","1,223",8.8,71.28,18.7,,,
2503,Quebec,Sainte-Brigitte-de-Laval,Town,"5,696","3,790",50.3,108.69,52.4,,,
2504,Quebec,Sainte-Brigitte-des-Saults,Parish,737,739,?0.3,71.87,10.3,,,
2505,Quebec,Sainte-Catherine,Town,"16,762","16,211",3.4,9.5,"1,764.10",,,
2506,Quebec,Sainte-Catherine-de-Hatley,Municipality,"2,464","2,318",6.3,86.55,28.5,,,
2507,Quebec,Sainte-Catherine-de-la-Jacques-Cartier,Town,"6,319","5,021",25.9,121.2,52.1,,,
2508,Quebec,Sainte-Cécile-de-Lévrard,Parish,362,417,?13.2,32.32,11.2,,,
2509,Quebec,Sainte-Cécile-de-Milton,Municipality,"2,128","2,024",5.1,73.06,29.1,,,
2510,Quebec,Sainte-Cécile-de-Whitton,Municipality,892,899,?0.8,146,6.1,,,
2511,Quebec,Sainte-Christine,Parish,673,773,?12.9,92.43,7.3,,,
2512,Quebec,Sainte-Christine-d'Auvergne,Municipality,448,462,?3.0,143.85,3.1,,,
2513,Quebec,Sainte-Claire,Municipality,"3,325","3,097",7.4,87.98,37.8,,,
2514,Quebec,Sainte-Clotilde,Municipality,"1,704","1,608",6,78.73,21.6,,,
2515,Quebec,Sainte-Clotilde-de-Beauce,Municipality,650,601,8.2,60.59,10.7,,,
2516,Quebec,Sainte-Clotilde-de-Horton,Municipality,"1,616","1,560",3.6,114.08,14.2,,,
2517,Quebec,Sainte-Croix,Municipality,"2,352","2,390",?1.6,69.54,33.8,,,
2518,Quebec,Sainte-Edwidge-de-Clifton,Township,484,440,10,101.24,4.8,,,
2519,Quebec,Sainte-Élisabeth,Municipality,"1,559","1,440",8.3,82.77,18.8,,,
2520,Quebec,Sainte-Élizabeth-de-Warwick,Municipality,374,368,1.6,52.08,7.2,,,
2521,Quebec,Sainte-Émélie-de-l'Énergie,Municipality,"1,644","1,681",?2.2,154.09,10.7,,,
2522,Quebec,Sainte-Eulalie,Municipality,871,894,?2.6,86.38,10.1,,,
2523,Quebec,Sainte-Euphémie-sur-Rivière-du-Sud,Municipality,329,358,?8.1,91.9,3.6,,,
2524,Quebec,Sainte-Famille,Parish,851,844,0.8,48.46,17.6,,,
2525,Quebec,Sainte-Félicité,Municipality,"1,175","1,201",?2.2,91.35,12.9,,,
2526,Quebec,Sainte-Félicité,Municipality,413,422,?2.1,94.81,4.4,,,
2527,Quebec,Sainte-Flavie,Parish,919,943,?2.5,37.82,24.3,,,
2528,Quebec,Sainte-Florence,Municipality,414,458,?9.6,103.05,4,,,
2529,Quebec,Sainte-Françoise,Municipality,479,471,1.7,86.99,5.5,,,
2530,Quebec,Sainte-Françoise,Parish,399,431,?7.4,88.07,4.5,,,
2531,Quebec,Sainte-Geneviève-de-Batiscan,Parish,"1,060","1,036",2.3,98.21,10.8,,,
2532,Quebec,Sainte-Geneviève-de-Berthier,Municipality,"2,365","2,307",2.5,66.69,35.5,,,
2533,Quebec,Sainte-Germaine-Boulé,Municipality,895,942,?5.0,110.31,8.1,,,
2534,Quebec,Sainte-Gertrude-Manneville,Municipality,757,811,?6.7,319.43,2.4,,,
2535,Quebec,Sainte-Hedwidge,Municipality,824,820,0.5,459.25,1.8,,,
2536,Quebec,Sainte-Hélène,Municipality,911,897,1.6,60.71,15,,,
2537,Quebec,Sainte-Hélène-de-Bagot,Municipality,"1,637","1,446",13.2,73.42,22.3,,,
2538,Quebec,Sainte-Hélène-de-Chester,Municipality,358,357,0.3,83.96,4.3,,,
2539,Quebec,Sainte-Hélène-de-Mancebourg,Parish,354,375,?5.6,68.46,5.2,,,
2540,Quebec,Sainte-Hénédine,Parish,"1,212","1,073",13,51.41,23.6,,,
2541,Quebec,Sainte-Irène,Parish,341,350,?2.6,136.56,2.5,,,
2542,Quebec,Sainte-Jeanne-d'Arc,Parish,313,322,?2.8,109.86,2.8,,,
2543,Quebec,Sainte-Jeanne-d'Arc,Village,"1,089","1,139",?4.4,269.43,4,,,
2544,Quebec,Sainte-Julie,Town,"30,104","29,079",3.5,49.53,607.8,,,
2545,Quebec,Sainte-Julienne,Municipality,"9,331","7,983",16.9,99.26,94,,,
2546,Quebec,Sainte-Justine,Municipality,"1,845","1,825",1.1,126.1,14.6,,,
2547,Quebec,Sainte-Justine-de-Newton,Municipality,973,929,4.7,84.6,11.5,,,
2548,Quebec,Sainte-Louise,Parish,704,704,0,76.14,9.2,,,
2549,Quebec,Sainte-Luce,Municipality,"2,851","2,934",?2.8,73.11,39,,,
2550,Quebec,Sainte-Lucie-de-Beauregard,Municipality,304,336,?9.5,82.46,3.7,,,
2551,Quebec,Sainte-Lucie-des-Laurentides,Municipality,"1,269","1,138",11.5,114.42,11.1,,,
2552,Quebec,Sainte-Madeleine,Village,"2,356","2,175",8.3,5.36,439.8,,,
2553,Quebec,Sainte-Madeleine-de-la-Rivière-Madeleine,Municipality,334,373,?10.5,264.42,1.3,,,
2554,Quebec,Sainte-Marcelline-de-Kildare,Municipality,"1,567","1,423",10.1,34.68,45.2,,,
2555,Quebec,Sainte-Marguerite,Parish,"1,073","1,060",1.2,83.3,12.9,,,
2556,Quebec,Sainte-Marguerite-du-Lac-Masson,Town,"2,740","2,498",9.7,92.62,29.6,,,
2557,Quebec,Sainte-Marguerite-Marie,Municipality,203,222,?8.6,85.19,2.4,,,
2558,Quebec,Sainte-Marie,Town,"12,889","11,584",11.3,107.17,120.3,,,
2559,Quebec,Sainte-Marie-de-Blandford,Municipality,466,517,?9.9,69.38,6.7,,,
2560,Quebec,Sainte-Marie-Madeleine,Parish,"2,935","2,678",9.6,50.87,57.7,,,
2561,Quebec,Sainte-Marie-Salomé,Parish,"1,164","1,256",?7.3,33.69,34.5,,,
2562,Quebec,Sainte-Marthe,Municipality,"1,075","1,080",?0.5,79.8,13.5,,,
2563,Quebec,Sainte-Marthe-sur-le-Lac,Town,"15,689","11,311",38.7,9.31,"1,684.50",,,
2564,Quebec,Sainte-Martine,Municipality,"4,966","4,237",17.2,63.59,78.1,,,
2565,Quebec,Sainte-Mélanie,Municipality,"2,892","2,765",4.6,75.84,38.1,,,
2566,Quebec,Sainte-Monique,Municipality,865,914,?5.4,155.01,5.6,,,
2567,Quebec,Sainte-Monique,Municipality,548,536,2.2,58,9.4,,,
2568,Quebec,Sainte-Paule,Municipality,201,229,?12.2,83.41,2.4,,,
2569,Quebec,Sainte-Perpétue,Municipality,"1,774","1,895",?6.4,291.45,6.1,,,
2570,Quebec,Sainte-Perpétue,Parish,983,959,2.5,71.46,13.8,,,
2571,Quebec,Sainte-Pétronille,Village,"1,041","1,060",?1.8,4.58,227.2,,,
2572,Quebec,Sainte-Praxède,Parish,363,425,?14.6,136.86,2.7,,,
2573,Quebec,Sainte-Rita,Municipality,313,355,?11.8,129.84,2.4,,,
2574,Quebec,Sainte-Rose-de-Watford,Municipality,787,750,4.9,115.5,6.8,,,
2575,Quebec,Sainte-Rose-du-Nord,Parish,413,441,?6.3,115.88,3.6,,,
2576,Quebec,Sainte-Sabine,Municipality,"1,120","1,053",6.4,55.16,20.3,,,
2577,Quebec,Sainte-Sabine,Parish,386,408,?5.4,66.6,5.8,,,
2578,Quebec,Sainte-Séraphine,Parish,378,401,?5.7,74.97,5,,,
2579,Quebec,Sainte-Sophie,Municipality,"13,375","10,355",29.2,111.28,120.2,,,
2580,Quebec,Sainte-Sophie-de-Lévrard,Parish,733,775,?5.4,83.99,8.7,,,
2581,Quebec,Sainte-Sophie-d'Halifax,Municipality,666,638,4.4,92.06,7.2,,,
2582,Quebec,Sainte-Thècle,Municipality,"2,478","2,486",?0.3,213.46,11.6,,,
2583,Quebec,Sainte-Thérèse,Town,"26,025","25,224",3.2,9.58,"2,716.10",,,
2584,Quebec,Sainte-Thérèse-de-Gaspé,Municipality,"1,055","1,109",?4.9,33.5,31.5,,,
2585,Quebec,Sainte-Thérèse-de-la-Gatineau,Municipality,526,335,57,61.39,8.6,,,
2586,Quebec,Sainte-Ursule,Parish,"1,375","1,419",?3.1,67.91,20.2,,,
2587,Quebec,Sainte-Victoire-de-Sorel,Municipality,"2,501","2,410",3.8,74.75,33.5,,,
2588,Quebec,Salaberry-de-Valleyfield,Town,"40,077","39,672",1,107.1,374.2,,,
2589,Quebec,Sayabec,Municipality,"1,864","1,953",?4.6,130.48,14.3,,,
2590,Quebec,Schefferville,Town,213,202,5.4,25.11,8.5,,,
2591,Quebec,Scotstown,Town,547,588,?7.0,11.5,47.6,,,
2592,Quebec,Scott,Municipality,"2,148","1,796",19.6,31.33,66.7,,,
2593,Quebec,Senneterre,Parish,"1,218","1,186",2.7,569.23,2.1,,,
2594,Quebec,Senneterre,Town,"2,953","2,993",?1.3,"14,892.00",0.2,,,
2595,Quebec,Senneville,Village,920,962,?4.4,7.49,122.9,,,
2596,Quebec,Sept-Îles,Town,"25,686","25,514",0.7,"1,764.13",14.6,,,
2597,Quebec,Shannon,Municipality,"5,086","3,825",33,63.71,79.8,,,
2598,Quebec,Shawinigan,Town,"50,060","51,904",?3.6,733.48,68.2,,,
2599,Quebec,Shawville,Municipality,"1,664","1,587",4.9,5.4,308.1,,,
2600,Quebec,Sheenboro,Municipality,130,167,?22.2,570.7,0.2,,,
2601,Quebec,Shefford,Township,"6,711","5,941",13,118.35,56.7,,,
2602,Quebec,Sherbrooke,Town,"1,54,601","1,47,427",4.9,353.49,437.4,,,
2603,Quebec,Shigawake,Municipality,338,357,?5.3,75.68,4.5,,,
2604,Quebec,Sorel-Tracy,Town,"34,600","34,076",1.5,58.07,595.9,,,
2605,Quebec,Stanbridge East,Municipality,873,833,4.8,49.14,17.8,,,
2606,Quebec,Stanbridge Station,Municipality,276,309,?10.7,18.54,14.9,,,
2607,Quebec,Stanstead,Township,"1,038","1,065",?2.5,113.34,9.2,,,
2608,Quebec,Stanstead,Town,"2,857","2,957",?3.4,22.72,125.8,,,
2609,Quebec,Stanstead-Est,Municipality,603,628,?4,113.82,5.3,,,
2610,Quebec,Stoke,Municipality,"2,765","2,708",2.1,256.52,10.8,,,
2611,Quebec,Stoneham-et-Tewkesbury,United township,"7,106","5,866",21.1,671.63,10.6,,,
2612,Quebec,Stornoway,Municipality,559,584,?4.3,181.47,3.1,,,
2613,Quebec,Stratford,Township,"1,062","1,086",?2.2,120.45,8.8,,,
2614,Quebec,Stukely-Sud,Village,999,941,6.2,63.24,15.8,,,
2615,Quebec,Sutton,Town,"3,906","3,805",2.7,246.54,15.8,,,
2616,Quebec,Tadoussac,Village,813,850,?4.4,53.98,15.1,,,
2617,Quebec,Taschereau,Municipality,981,996,?1.5,250.61,3.9,,,
2618,Quebec,Témiscaming,Town,"2,385","2,697",?11.6,718.18,3.3,,,
2619,Quebec,Témiscouata-sur-le-Lac,Town,"5,096","5,259",?3.1,218.32,23.3,,,
2620,Quebec,Terrasse-Vaudreuil,Municipality,"1,971","1,985",?0.7,1.04,"1,903.60",,,
2621,Quebec,Terrebonne,Town,"1,06,322","94,703",12.3,154.74,687.1,,,
2622,Quebec,Thetford Mines,Town,"25,709","25,704",0,226.82,113.3,,,
2623,Quebec,Thorne,Municipality,292,427,?31.6,175.21,1.7,,,
2624,Quebec,Thurso,Town,"2,455","2,299",6.8,6.27,391.8,,,
2625,Quebec,Tingwick,Municipality,"1,395","1,458",?4.3,169.68,8.2,,,
2626,Quebec,Tourville,Municipality,633,730,?13.3,167.46,3.8,,,
2627,Quebec,Trécesson,Township,"1,138","1,195",?4.8,196.51,5.8,,,
2628,Quebec,Très-Saint-Rédempteur,Municipality,863,733,17.7,26.1,33.1,,,
2629,Quebec,Très-Saint-Sacrement,Parish,"1,155","1,213",?4.8,98.51,11.7,,,
2630,Quebec,Tring-Jonction,Village,"1,473","1,380",6.7,25.6,57.5,,,
2631,Quebec,Trois-Pistoles,Town,"3,456","3,500",?1.3,7.66,450.9,,,
2632,Quebec,Trois-Rives,Municipality,490,411,19.2,603.94,0.8,,,
2633,Quebec,Trois-Rivières,Town,"1,31,338","1,26,293",4,288.9,454.6,,,
2634,Quebec,Ulverton,Municipality,416,363,14.6,51.01,8.2,,,
2635,Quebec,Upton,Municipality,"2,075","1,954",6.2,55.64,37.3,,,
2636,Quebec,Val-Alain,Municipality,955,901,6,102.32,9.3,,,
2637,Quebec,Val-Brillant,Municipality,955,"1,003",?4.8,77.6,12.3,,,
2638,Quebec,Valcourt,Township,"1,047","1,025",2.1,80.57,13,,,
2639,Quebec,Valcourt,Town,"2,349","2,349",0,5.03,467.3,,,
2640,Quebec,Val-David,Village,"4,450","4,216",5.6,42.83,103.9,,,
2641,Quebec,Val-des-Bois,Municipality,938,873,7.4,225.35,4.2,,,
2642,Quebec,Val-des-Lacs,Municipality,721,778,?7.3,125.44,5.7,,,
2643,Quebec,Val-des-Monts,Municipality,"10,420","9,539",9.2,439.12,23.7,,,
2644,Quebec,Val-d'Or,Town,"31,862","31,123",2.4,"3,551.79",9,,,
2645,Quebec,Val-Joli,Municipality,"1,501","1,479",1.5,91.24,16.5,,,
2646,Quebec,Vallée-Jonction,Municipality,"1,940","1,868",3.9,25.32,76.6,,,
2647,Quebec,Val-Morin,Municipality,"2,772","2,756",0.6,39.41,70.3,,,
2648,Quebec,Val-Racine,Parish,170,142,19.7,116.92,1.5,,,
2649,Quebec,Val-Saint-Gilles,Municipality,178,171,4.1,110.52,1.6,,,
2650,Quebec,Varennes,Town,"20,994","20,950",0.2,92.53,226.9,,,
2651,Quebec,Vaudreuil-Dorion,Town,"33,305","25,789",29.1,72.52,459.3,,,
2652,Quebec,Vaudreuil-sur-le-Lac,Village,"1,359","1,290",5.3,1.37,989.2,,,
2653,Quebec,Venise-en-Québec,Municipality,"1,547","1,319",17.3,13.24,116.9,,,
2654,Quebec,Verchères,Municipality,"5,692","5,243",8.6,73.27,77.7,,,
2655,Quebec,Victoriaville,Town,"43,462","40,486",7.4,84.2,516.2,,,
2656,Quebec,Ville-Marie,Town,"2,595","2,696",?3.7,6.11,424.8,,,
2657,Quebec,Villeroy,Municipality,485,496,?2.2,101.76,4.8,,,
2658,Quebec,Waltham,Municipality,384,360,6.7,375.71,1,,,
2659,Quebec,Warden,Village,358,346,3.5,5.53,64.7,,,
2660,Quebec,Warwick,Town,"4,766","4,804",?0.8,109.97,43.3,,,
2661,Quebec,Waterloo,Town,"4,330","4,054",6.8,12.25,353.6,,,
2662,Quebec,Waterville,Town,"2,028","1,926",5.3,44.42,45.7,,,
2663,Quebec,Weedon,Municipality,"2,683","2,739",?2.0,216.62,12.4,,,
2664,Quebec,Wentworth,Township,502,483,3.9,87.16,5.8,,,
2665,Quebec,Wentworth-Nord,Municipality,"1,440","1,353",6.4,158.42,9.1,,,
2666,Quebec,Westbury,Township,997,932,7,54.96,18.1,,,
2667,Quebec,Westmount,Town,"19,931","20,494",?2.7,4.02,"4,952.80",,,
2668,Quebec,Wickham,Municipality,"2,470","2,503",?1.3,98.75,25,,,
2669,Quebec,Windsor,Town,"5,367","5,239",2.4,14.29,375.5,,,
2670,Quebec,Wotton,Municipality,"1,453","1,540",?5.6,143.37,10.1,,,
2671,Quebec,Yamachiche,Municipality,"2,787","2,760",1,106.51,26.2,,,
2672,Quebec,Yamaska,Municipality,"1,644","1,643",0.1,73.04,22.5,,,
2673,Saskatchewan,Estevan,City,"11,054","10,084",9.6,18.85,586.6,,,
2674,Saskatchewan,Flin Flon (part),City,229,242,?5.4,2.37,96.4,,,
2675,Saskatchewan,Humboldt,City,"5,678","4,998",13.6,13.46,421.9,,,
2676,Saskatchewan,Lloydminster (part),City,"9,772","8,118",20.4,17.34,563.6,,,
2677,Saskatchewan,Martensville,City,"7,716","4,978",55,6.23,"1,239.30",,,
2678,Saskatchewan,Meadow Lake,City,"5,045","4,771",5.7,7.95,634.2,,,
2679,Saskatchewan,Melfort,City,"5,576","5,192",7.4,14.78,377.3,,,
2680,Saskatchewan,Melville,City,"4,546","4,149",9.6,14.82,306.7,,,
2681,Saskatchewan,Moose Jaw,City,"33,274","32,132",3.6,50.68,656.5,,,
2682,Saskatchewan,North Battleford,City,"13,888","13,190",5.3,33.55,414,,,
2683,Saskatchewan,Prince Albert,City,"35,129","34,127",2.9,65.74,534.4,,,
2684,Saskatchewan,Regina,City,"1,93,100","1,79,282",7.7,145.45,"1,327.60",,,
2685,Saskatchewan,Saskatoon,City,"2,22,189","2,02,408",9.8,209.56,"1,060.30",,,
2686,Saskatchewan,Swift Current,City,"15,503","14,946",3.7,24.04,644.9,,,
2687,Saskatchewan,Warman,City,"7,084","4,769",48.5,8.54,829.7,,,
2688,Saskatchewan,Weyburn,City,"10,484","9,433",11.1,18.49,566.9,,,
2689,Saskatchewan,Yorkton,City,"15,669","15,038",4.2,25.77,608.1,,,
2690,Saskatchewan,Aberdeen,Town,599,527,13.7,1.95,307,,,
2691,Saskatchewan,Alameda,Town,342,308,11,2.55,133.9,,,
2692,Saskatchewan,Allan,Town,648,631,2.7,1.78,363.2,,,
2693,Saskatchewan,Arborfield,Town,326,329,?0.9,0.88,370.5,,,
2694,Saskatchewan,Arcola,Town,649,509,27.5,3.39,191.5,,,
2695,Saskatchewan,Asquith,Town,603,576,4.7,1.23,491.4,,,
2696,Saskatchewan,Assiniboia,Town,"2,418","2,305",4.9,3.78,639.8,,,
2697,Saskatchewan,Balcarres,Town,617,598,3.2,1.57,392.9,,,
2698,Saskatchewan,Balgonie,Town,"1,625","1,384",17.4,3.15,515.8,,,
2699,Saskatchewan,Battleford,Town,"4,065","3,685",10.3,23.33,174.2,,,
2700,Saskatchewan,Bengough,Town,313,337,?7.1,1.07,292,,,
2701,Saskatchewan,Bienfait,Town,780,748,4.3,3.09,252.4,,,
2702,Saskatchewan,Big River,Town,639,728,?12.2,2.51,255,,,
2703,Saskatchewan,Biggar,Town,"2,161","2,033",6.3,15.75,137.2,,,
2704,Saskatchewan,Birch Hills,Town,"1,064",935,13.8,2.27,468.4,,,
2705,Saskatchewan,Blaine Lake,Town,510,472,8.1,1.95,261.6,,,
2706,Saskatchewan,Bredenbury,Town,364,329,10.6,4.8,75.8,,,
2707,Saskatchewan,Broadview,Town,574,611,?6.1,2.45,233.8,,,
2708,Saskatchewan,Bruno,Town,574,495,16,0.95,606.1,,,
2709,Saskatchewan,Burstall,Town,301,315,?4.4,1.11,270,,,
2710,Saskatchewan,Cabri,Town,399,439,?9.1,1.33,298.9,,,
2711,Saskatchewan,Canora,Town,"2,219","2,013",10.2,7.31,303.7,,,
2712,Saskatchewan,Carlyle,Town,"1,441","1,257",14.6,3.19,451.1,,,
2713,Saskatchewan,Carnduff,Town,"1,126","1,012",11.3,2.26,497.3,,,
2714,Saskatchewan,Carrot River,Town,"1,000",941,6.3,1.42,706.4,,,
2715,Saskatchewan,Central Butte,Town,365,372,?1.9,2.24,163.2,,,
2716,Saskatchewan,Choiceland,Town,381,346,10.1,1.12,340.8,,,
2717,Saskatchewan,Churchbridge,Town,743,704,5.5,2.76,269.2,,,
2718,Saskatchewan,Colonsay,Town,475,425,11.8,2.46,193.1,,,
2719,Saskatchewan,Coronach,Town,711,770,?7.7,2.33,304.9,,,
2720,Saskatchewan,Craik,Town,453,408,11,3.02,150,,,
2721,Saskatchewan,Cudworth,Town,770,738,4.3,2.21,348.7,,,
2722,Saskatchewan,Cupar,Town,579,566,2.3,0.8,726.7,,,
2723,Saskatchewan,Cut Knife,Town,517,532,?2.8,1.99,259.3,,,
2724,Saskatchewan,Dalmeny,Town,"1,702","1,560",9.1,2.27,751,,,
2725,Saskatchewan,Davidson,Town,"1,025",958,7,4.49,228.4,,,
2726,Saskatchewan,Delisle,Town,975,898,8.6,2.49,391.3,,,
2727,Saskatchewan,Duck Lake,Town,577,605,?4.6,2.73,211.6,,,
2728,Saskatchewan,Dundurn,Town,693,647,7.1,1.37,505.3,,,
2729,Saskatchewan,Eastend,Town,527,471,11.9,2.71,194.7,,,
2730,Saskatchewan,Eatonia,Town,508,449,13.1,1.68,301.6,,,
2731,Saskatchewan,Elrose,Town,477,453,5.3,2.76,172.8,,,
2732,Saskatchewan,Esterhazy,Town,"2,472","2,336",5.8,4.75,520.9,,,
2733,Saskatchewan,Eston,Town,"1,031",971,6.2,2.72,379.3,,,
2734,Saskatchewan,Fleming,Town,83,75,10.7,2.17,38.3,,,
2735,Saskatchewan,Foam Lake,Town,"1,148","1,123",2.2,6.06,189.4,,,
2736,Saskatchewan,Fort Qu'Appelle,Town,"2,034","1,919",6,5.28,385,,,
2737,Saskatchewan,Francis,Town,176,148,18.9,0.59,297.4,,,
2738,Saskatchewan,Govan,Town,216,232,?6.9,1.35,159.7,,,
2739,Saskatchewan,Gravelbourg,Town,"1,116","1,089",2.5,3.23,346,,,
2740,Saskatchewan,Grenfell,Town,"1,049",947,10.8,3.17,331.2,,,
2741,Saskatchewan,Gull Lake,Town,989,965,2.5,2.5,395.6,,,
2742,Saskatchewan,Hafford,Town,397,360,10.3,0.8,496.8,,,
2743,Saskatchewan,Hague,Town,878,707,24.2,1.08,815.5,,,
2744,Saskatchewan,Hanley,Town,522,464,12.5,2.65,196.8,,,
2745,Saskatchewan,Hepburn,Town,562,530,6,1.02,548.4,,,
2746,Saskatchewan,Herbert,Town,759,742,2.3,3.78,200.7,,,
2747,Saskatchewan,Hudson Bay,Town,"1,504","1,646",?8.6,17.35,86.7,,,
2748,Saskatchewan,Imperial,Town,349,321,8.7,1.23,283.5,,,
2749,Saskatchewan,Indian Head,Town,"1,815","1,634",11.1,3.17,572.1,,,
2750,Saskatchewan,Ituna,Town,711,622,14.3,1.56,455.5,,,
2751,Saskatchewan,Kamsack,Town,"1,825","1,713",6.5,5.85,311.8,,,
2752,Saskatchewan,Kelvington,Town,890,866,2.8,3.89,228.8,,,
2753,Saskatchewan,Kerrobert,Town,"1,061","1,001",6,7.49,141.7,,,
2754,Saskatchewan,Kindersley,Town,"4,678","4,412",6,12.55,372.8,,,
2755,Saskatchewan,Kinistino,Town,743,643,15.6,0.98,758.8,,,
2756,Saskatchewan,Kipling,Town,"1,051",973,8,2.15,487.9,,,
2757,Saskatchewan,Kyle,Town,437,423,3.3,1.14,383.1,,,
2758,Saskatchewan,Lafleche,Town,406,370,9.7,1.51,269.7,,,
2759,Saskatchewan,Lampman,Town,713,634,12.5,2.23,319.9,,,
2760,Saskatchewan,Langenburg,Town,"1,148","1,048",9.5,3.46,332.2,,,
2761,Saskatchewan,Langham,Town,"1,290","1,120",15.2,3.98,324.4,,,
2762,Saskatchewan,Lanigan,Town,"1,390","1,233",12.7,8.34,166.8,,,
2763,Saskatchewan,Lashburn,Town,967,914,5.8,3.11,310.5,,,
2764,Saskatchewan,Leader,Town,821,881,?6.8,1.71,481.2,,,
2765,Saskatchewan,Lemberg,Town,274,255,7.5,2.67,102.7,,,
2766,Saskatchewan,Leroy,Town,427,412,3.6,1.06,402.1,,,
2767,Saskatchewan,Lumsden,Town,"1,631","1,523",7.1,4.06,402,,,
2768,Saskatchewan,Luseland,Town,566,571,?0.9,1.53,369.6,,,
2769,Saskatchewan,Macklin,Town,"1,415","1,290",9.7,3.14,450.7,,,
2770,Saskatchewan,Maidstone,Town,"1,156","1,037",11.5,4.56,253.5,,,
2771,Saskatchewan,Maple Creek,Town,"2,176","2,198",?1.0,4.42,492.1,,,
2772,Saskatchewan,Marshall,Town,594,608,?2.3,1.01,588.1,,,
2773,Saskatchewan,Midale,Town,562,462,21.6,1.53,368.5,,,
2774,Saskatchewan,Milestone,Town,618,562,10,2.17,284.4,,,
2775,Saskatchewan,Moosomin,Town,"2,485","2,262",9.9,7.59,327.5,,,
2776,Saskatchewan,Morse,Town,240,236,1.7,1.45,165.7,,,
2777,Saskatchewan,Mossbank,Town,327,330,?0.9,1.75,186.8,,,
2778,Saskatchewan,Naicam,Town,686,690,?0.6,1.69,405.5,,,
2779,Saskatchewan,Nipawin,Town,"4,265","4,076",4.6,8.71,489.4,,,
2780,Saskatchewan,Nokomis,Town,397,404,?1.7,2.61,152.3,,,
2781,Saskatchewan,Norquay,Town,435,412,5.6,1.69,258,,,
2782,Saskatchewan,Ogema,Town,368,304,21.1,1.43,257.6,,,
2783,Saskatchewan,Osler,Town ,"1,088",926,17.5,1.55,700.6,,,
2784,Saskatchewan,Outlook,Town,"2,204","1,938",13.7,7.83,281.3,,,
2785,Saskatchewan,Oxbow,Town,"1,285","1,139",12.8,3.13,410,,,
2786,Saskatchewan,Pense,Town,532,507,4.9,1.32,402.6,,,
2787,Saskatchewan,Pilot Butte,Town,"1,848","1,872",?1.3,5.05,365.6,,,
2788,Saskatchewan,Ponteix,Town,605,531,13.9,1.09,556,,,
2789,Saskatchewan,Porcupine Plain,Town,855,783,9.2,2.27,377.2,,,
2790,Saskatchewan,Preeceville,Town,"1,070","1,050",1.9,3.06,350.2,,,
2791,Saskatchewan,Qu'Appelle,Town,668,624,7.1,4.22,158.1,,,
2792,Saskatchewan,Radisson,Town,505,421,20,2.07,243.6,,,
2793,Saskatchewan,Radville,Town,860,793,8.4,2.16,398.6,,,
2794,Saskatchewan,Raymore,Town,568,581,?2.2,2.75,206.8,,,
2795,Saskatchewan,Redvers,Town,975,878,11,2.96,329,,,
2796,Saskatchewan,Regina Beach,Town,"1,081","1,210",?10.7,3.88,278.5,,,
2797,Saskatchewan,Rocanville,Town,857,869,?1.4,2.43,352.3,,,
2798,Saskatchewan,Rockglen,Town,400,366,9.3,2.85,140.4,,,
2799,Saskatchewan,Rose Valley,Town,296,338,?12.4,1.12,263.4,,,
2800,Saskatchewan,Rosetown,Town,"2,317","2,277",1.8,12.14,190.8,,,
2801,Saskatchewan,Rosthern,Town,"1,572","1,382",13.7,4.31,365,,,
2802,Saskatchewan,Rouleau,Town,453,400,13.3,1.61,282.2,,,
2803,Saskatchewan,Saltcoats,Town,474,467,1.5,1.35,352.2,,,
2804,Saskatchewan,Scott,Town,75,91,?17.6,4.39,17.1,,,
2805,Saskatchewan,Shaunavon,Town,"1,756","1,691",3.8,5.1,344.2,,,
2806,Saskatchewan,Shellbrook,Town,"1,433","1,230",16.5,3.67,390.3,,,
