SNo,Provinces,Name,Municipal sub-type,Population -2011,Population -2006,Change (%),Land area (km²),Population density (per km2),,,
2807,Saskatchewan,Sintaluta,Town,120,98,22.4,2.7,44.5,,,
2808,Saskatchewan,Southey,Town,778,711,9.4,1.56,499.8,,,
2809,Saskatchewan,Spiritwood,Town,916,911,0.5,2.95,310,,,
2810,Saskatchewan,Springside,Town,534,513,4.1,0.68,791,,,
2811,Saskatchewan,St. Brieux,Town,590,492,19.9,2.55,231.4,,,
2812,Saskatchewan,St. Walburg,Town,716,672,6.5,2.12,338,,,
2813,Saskatchewan,Star City,Town,460,428,7.5,0.7,661.1,,,
2814,Saskatchewan,Stoughton,Town,694,653,6.3,3.41,203.2,,,
2815,Saskatchewan,Strasbourg,Town,752,732,2.7,5.7,132,,,
2816,Saskatchewan,Sturgis,Town,620,575,7.8,3.41,181.6,,,
2817,Saskatchewan,Tisdale,Town,"3,180","3,000",6,6.47,491.5,,,
2818,Saskatchewan,Turtleford,Town,525,461,13.9,1.69,311.6,,,
2819,Saskatchewan,Unity,Town,"2,389","2,147",11.3,9.77,244.6,,,
2820,Saskatchewan,Vonda,Town,353,322,9.6,2.86,123.6,,,
2821,Saskatchewan,Wadena,Town,"1,306","1,315",?0.7,2.91,449.5,,,
2822,Saskatchewan,Wakaw,Town,985,864,14,3.12,315.9,,,
2823,Saskatchewan,Waldheim,Town,"1,035",868,19.2,1.97,525.5,,,
2824,Saskatchewan,Wapella,Town,333,311,7.1,2.57,129.8,,,
2825,Saskatchewan,Watrous,Town,"1,857","1,743",6.5,11.17,166.2,,,
2826,Saskatchewan,Watson,Town,777,719,8.1,2.83,274.7,,,
2827,Saskatchewan,Wawota,Town,560,522,7.3,1.24,451,,,
2828,Saskatchewan,White City,Town,"1,894","1,113",70.2,6,315.6,,,
2829,Saskatchewan,Whitewood,Town,950,869,9.3,3.04,312,,,
2830,Saskatchewan,Wilkie,Town,"1,301","1,222",6.5,9.48,137.3,,,
2831,Saskatchewan,Willow Bunch,Town,286,297,?3.7,0.84,339.2,,,
2832,Saskatchewan,Wolseley,Town,864,782,10.5,5.93,145.6,,,
2833,Saskatchewan,Wynyard,Town,"1,767","1,744",1.3,5.29,334.1,,,
2834,Saskatchewan,Yellow Grass,Town,440,371,18.6,2.68,164.1,,,
2835,Saskatchewan,Zealandia,Town,80,90,?11.1,1.38,57.9,,,
2836,Saskatchewan,Abbey,Village,115,130,?11.5,0.77,149.1,,,
2837,Saskatchewan,Abernethy,Village,196,197,?0.5,1.03,189.9,,,
2838,Saskatchewan,Albertville,Village,140,110,27.3,1.12,124.7,,,
2839,Saskatchewan,Alida,Village,131,106,23.6,0.37,357.1,,,
2840,Saskatchewan,Alvena,Village,55,55,0,0.43,128,,,
2841,Saskatchewan,Annaheim,Village,219,218,0.5,0.78,280.4,,,
2842,Saskatchewan,Archerwill,Village,200,185,8.1,0.83,242.1,,,
2843,Saskatchewan,Arran,Village,40,40,0,0.69,58.2,,,
2844,Saskatchewan,Atwater,Village,31,25,24,1.79,14,,,
2845,Saskatchewan,Avonlea,Village,398,381,4.5,0.96,414.5,,,
2846,Saskatchewan,Aylesbury,Village,42,45,?6.7,1.28,35.2,,,
2847,Saskatchewan,Aylsham,Village,71,92,?22.8,0.48,147.1,,,
2848,Saskatchewan,Bangor,Village,46,50,?8.0,1.65,27.8,,,
2849,Saskatchewan,Beatty,Village,63,61,3.3,0.82,77.1,,,
2850,Saskatchewan,Beechy,Village,239,243,?1.6,1.06,224.9,,,
2851,Saskatchewan,Belle Plaine,Village,66,64,3.1,1.34,49.1,,,
2852,Saskatchewan,Bethune,Village,400,369,8.4,1.04,383.1,,,
2853,Saskatchewan,Bjorkdale,Village,199,201,?1.0,1.39,143.7,,,
2854,Saskatchewan,Bladworth,Village,60,70,?14.3,0.84,71.2,,,
2855,Saskatchewan,Borden,Village,245,223,9.9,0.76,323.1,,,
2856,Saskatchewan,Bracken,Village,30,25,20,0.6,50.3,,,
2857,Saskatchewan,Bradwell,Village,230,182,26.4,0.42,553.8,,,
2858,Saskatchewan,Briercrest,Village,111,117,?5.1,0.62,179,,,
2859,Saskatchewan,Brock,Village,127,115,10.4,0.74,172.5,,,
2860,Saskatchewan,Broderick,Village,71,77,?7.8,0.91,78.4,,,
2861,Saskatchewan,Brownlee,Village,50,50,0,2.42,20.7,,,
2862,Saskatchewan,Buchanan,Village,225,225,0,1.29,174.1,,,
2863,Saskatchewan,Buena Vista,Village,524,490,6.9,3.61,145.2,,,
2864,Saskatchewan,Bulyea,Village,102,104,?1.9,1.28,79.8,,,
2865,Saskatchewan,Cadillac,Village,78,80,?2.5,1.05,74.4,,,
2866,Saskatchewan,Calder,Village,97,80,21.3,0.75,130,,,
2867,Saskatchewan,Canwood,Village,348,337,3.3,2.56,135.9,,,
2868,Saskatchewan,Carievale,Village,236,241,?2.1,0.88,269,,,
2869,Saskatchewan,Carmichael,Village,30,10,200,0.67,45.1,,,
2870,Saskatchewan,Caronport,Village,"1,068",919,16.2,1.9,563.1,,,
2871,Saskatchewan,Ceylon,Village,99,90,10,0.75,132.5,,,
2872,Saskatchewan,Chamberlain,Village,88,108,?18.5,0.7,126.3,,,
2873,Saskatchewan,Chaplin,Village,218,235,?7.2,1.26,173.2,,,
2874,Saskatchewan,Christopher Lake,Village,266,215,23.7,3.47,76.8,,,
2875,Saskatchewan,Clavet,Village,386,350,10.3,0.84,457.8,,,
2876,Saskatchewan,Climax,Village,182,182,0,1,182.7,,,
2877,Saskatchewan,Coderre,Village,30,40,?25.0,0.85,35.1,,,
2878,Saskatchewan,Codette,Village,205,221,?7.2,0.37,558.3,,,
2879,Saskatchewan,Coleville,Village,311,248,25.4,1.27,245.3,,,
2880,Saskatchewan,Conquest,Village,176,167,5.4,1,176.6,,,
2881,Saskatchewan,Consul,Village,84,93,?9.7,0.65,130.1,,,
2882,Saskatchewan,Craven,Village,234,274,?14.6,1.2,194.8,,,
2883,Saskatchewan,Creelman,Village,115,81,42,1.14,100.5,,,
2884,Saskatchewan,Dafoe,Village,15,10,50,0.8,18.7,,,
2885,Saskatchewan,Debden,Village,358,348,2.9,1.39,257.6,,,
2886,Saskatchewan,Denholm,Village,76,61,24.6,0.33,232.8,,,
2887,Saskatchewan,Denzil,Village,135,142,?4.9,0.55,247,,,
2888,Saskatchewan,Dilke,Village,77,80,?3.8,1.28,60.2,,,
2889,Saskatchewan,Dinsmore,Village,318,269,18.2,2.59,122.7,,,
2890,Saskatchewan,Disley,Village,75,62,21,0.65,95.4,,,
2891,Saskatchewan,Dodsland,Village,212,207,2.4,2.93,72.4,,,
2892,Saskatchewan,Dorintosh,Village,147,127,15.7,0.88,166.3,,,
2893,Saskatchewan,Drake,Village,202,232,?12.9,0.72,282.2,,,
2894,Saskatchewan,Drinkwater,Village,65,65,0,2.64,24.6,,,
2895,Saskatchewan,Dubuc,Village,70,55,27.3,0.63,110.8,,,
2896,Saskatchewan,Duff,Village,30,30,0,0.22,139.1,,,
2897,Saskatchewan,Duval,Village,97,94,3.2,0.75,128.7,,,
2898,Saskatchewan,Dysart,Village,218,198,10.1,1.19,184,,,
2899,Saskatchewan,Earl Grey,Village,239,264,?9.5,1.31,182.4,,,
2900,Saskatchewan,Ebenezer,Village,175,139,25.9,0.62,281.4,,,
2901,Saskatchewan,Edam,Village,444,399,11.3,1.13,392.5,,,
2902,Saskatchewan,Edenwold,Village,238,242,?1.7,0.68,347.6,,,
2903,Saskatchewan,Elbow,Village,314,294,6.8,3.92,80.1,,,
2904,Saskatchewan,Elfros,Village,96,110,?12.7,2.52,38.1,,,
2905,Saskatchewan,Elstow,Village,89,91,?2.2,0.63,142.4,,,
2906,Saskatchewan,Endeavour,Village,94,118,?20.3,0.99,95.1,,,
2907,Saskatchewan,Englefeld,Village,247,227,8.8,0.65,380.7,,,
2908,Saskatchewan,Ernfold,Village,30,35,?14.3,1.19,25.2,,,
2909,Saskatchewan,Eyebrow,Village,139,135,3,2.7,51.5,,,
2910,Saskatchewan,Fairlight,Village,40,40,0,2.71,14.8,,,
2911,Saskatchewan,Fenwood,Village,40,35,14.3,1.74,23,,,
2912,Saskatchewan,Fillmore,Village,255,193,32.1,1.33,192.4,,,
2913,Saskatchewan,Findlater,Village,50,49,2,1.2,41.6,,,
2914,Saskatchewan,Flaxcombe,Village,117,111,5.4,1.49,78.7,,,
2915,Saskatchewan,Forget,Village,35,40,?12.5,1.39,25.3,,,
2916,Saskatchewan,Fosston,Village,55,55,0,0.59,93.9,,,
2917,Saskatchewan,Fox Valley,Village,260,295,?11.9,0.6,431.6,,,
2918,Saskatchewan,Frobisher,Village,166,145,14.5,1.35,122.9,,,
2919,Saskatchewan,Frontier,Village,351,283,24,0.93,376.9,,,
2920,Saskatchewan,Gainsborough,Village,291,250,16.4,0.87,333,,,
2921,Saskatchewan,Gerald,Village,114,124,?8.1,0.8,143,,,
2922,Saskatchewan,Glaslyn,Village,397,369,7.6,1.97,201.4,,,
2923,Saskatchewan,Glen Ewen,Village,144,120,20,2.77,52,,,
2924,Saskatchewan,Glenavon,Village,176,183,?3.8,1.32,133.1,,,
2925,Saskatchewan,Glenside,Village,84,86,?2.3,0.77,111.7,,,
2926,Saskatchewan,Golden Prairie,Village,35,35,0,0.41,84.5,,,
2927,Saskatchewan,Goodeve,Village,45,50,?10.0,2.62,17.2,,,
2928,Saskatchewan,Goodsoil,Village,281,253,11.1,1.76,159.4,,,
2929,Saskatchewan,Goodwater,Village,25,25,0,0.59,42.4,,,
2930,Saskatchewan,Grand Coulee,Village,571,435,31.3,0.33,"1,707.50",,,
2931,Saskatchewan,Grayson,Village,184,179,2.8,1.87,98.5,,,
2932,Saskatchewan,Halbrite,Village,108,98,10.2,1.2,90.2,,,
2933,Saskatchewan,Harris,Village,213,187,13.9,0.72,295.5,,,
2934,Saskatchewan,Hawarden,Village,50,75,?33.3,1.24,40.3,,,
2935,Saskatchewan,Hazenmore,Village,50,57,?12.3,0.73,68.7,,,
2936,Saskatchewan,Hazlet,Village,95,85,11.8,0.55,173.3,,,
2937,Saskatchewan,Heward,Village,40,20,100,0.99,40.5,,,
2938,Saskatchewan,Hodgeville,Village,172,142,21.1,1.35,127.6,,,
2939,Saskatchewan,Holdfast,Village,169,173,?2.3,1.29,130.8,,,
2940,Saskatchewan,Hubbard,Village,46,43,7,1.25,36.9,,,
2941,Saskatchewan,Hyas,Village,114,111,2.7,1.17,97.1,,,
2942,Saskatchewan,Invermay,Village,247,262,?5.7,1.22,201.8,,,
2943,Saskatchewan,Jansen,Village,126,140,?10.0,0.85,147.7,,,
2944,Saskatchewan,Keeler,Village,15,5,200,1.02,4.9,,,
2945,Saskatchewan,Kelliher,Village,216,257,?16.0,2.81,76.9,,,
2946,Saskatchewan,Kenaston,Village,285,259,10,1.17,243.5,,,
2947,Saskatchewan,Kendal,Village,77,59,30.5,0.65,118.2,,,
2948,Saskatchewan,Kennedy,Village,241,187,28.9,1.56,154.6,,,
2949,Saskatchewan,Kenosee Lake,Village,258,194,33,0.35,730.9,,,
2950,Saskatchewan,Killaly,Village,74,77,?3.9,2.59,28.6,,,
2951,Saskatchewan,Kincaid,Village,114,135,?15.6,0.82,139.4,,,
2952,Saskatchewan,Kinley,Village,45,35,28.6,1.18,38,,,
2953,Saskatchewan,Kisbey,Village,217,185,17.3,2.77,66.8,,,
2954,Saskatchewan,Krydor,Village,15,25,?40.0,0.82,18.2,,,
2955,Saskatchewan,Laird,Village,287,207,38.6,1.29,223.2,,,
2956,Saskatchewan,Lake Alma,Village,30,30,0,0.47,64.4,,,
2957,Saskatchewan,Lake Lenore,Village,297,306,?2.9,0.97,306.4,,,
2958,Saskatchewan,Lancer,Village,61,65,?6.2,1.33,45.7,,,
2959,Saskatchewan,Landis,Village,139,119,16.8,0.8,173.2,,,
2960,Saskatchewan,Lang,Village,200,172,16.3,0.64,311,,,
2961,Saskatchewan,Leask,Village,413,418,?1.2,0.75,551.1,,,
2962,Saskatchewan,Lebret,Village,218,203,7.4,1.32,165.5,,,
2963,Saskatchewan,Leoville,Village,366,341,7.3,1.11,331,,,
2964,Saskatchewan,Leross,Village,37,42,?11.9,1.21,30.6,,,
2965,Saskatchewan,Lestock,Village,125,138,?9.4,0.87,143.8,,,
2966,Saskatchewan,Liberty,Village,88,73,20.5,1.37,64.4,,,
2967,Saskatchewan,Limerick,Village,115,130,?11.5,0.79,146.5,,,
2968,Saskatchewan,Lintlaw,Village,162,145,11.7,1.23,131.5,,,
2969,Saskatchewan,Lipton,Village,372,342,8.8,0.75,494.6,,,
2970,Saskatchewan,Loon Lake,Village,314,306,2.6,0.66,475.1,,,
2971,Saskatchewan,Loreburn,Village,107,113,?5.3,0.62,173.1,,,
2972,Saskatchewan,Love,Village,65,55,18.2,0.46,140.4,,,
2973,Saskatchewan,Lucky Lake,Village,287,295,?2.7,0.66,435.6,,,
2974,Saskatchewan,MacNutt,Village,65,80,?18.8,0.81,80.1,,,
2975,Saskatchewan,Macoun,Village,246,168,46.4,1.68,146.1,,,
2976,Saskatchewan,Macrorie,Village,65,78,?16.7,0.77,84.5,,,
2977,Saskatchewan,Major,Village,61,67,?9.0,2.78,21.9,,,
2978,Saskatchewan,Makwa,Village,97,96,1,0.66,147.2,,,
2979,Saskatchewan,Mankota,Village,211,238,?11.3,1.55,135.9,,,
2980,Saskatchewan,Manor,Village,322,312,3.2,2.79,115.4,,,
2981,Saskatchewan,Marcelin,Village,158,169,?6.5,1.32,119.5,,,
2982,Saskatchewan,Marengo,Village,47,51,?7.8,0.87,53.9,,,
2983,Saskatchewan,Margo,Village,100,90,11.1,0.8,124.6,,,
2984,Saskatchewan,Markinch,Village,72,59,22,0.68,106.7,,,
2985,Saskatchewan,Marquis,Village,92,71,29.6,0.63,145.1,,,
2986,Saskatchewan,Marsden,Village,284,234,21.4,0.94,302.5,,,
2987,Saskatchewan,Maryfield,Village,365,347,5.2,2.69,135.9,,,
2988,Saskatchewan,Maymont,Village,146,130,12.3,0.66,221.5,,,
2989,Saskatchewan,McLean,Village,304,275,10.5,1.33,228.9,,,
2990,Saskatchewan,McTaggart,Village,125,114,9.6,0.69,182.3,,,
2991,Saskatchewan,Meacham,Village,84,70,20,1.27,66.1,,,
2992,Saskatchewan,Meath Park,Village,205,179,14.5,0.77,267.3,,,
2993,Saskatchewan,Medstead,Village,120,148,?18.9,0.67,177.9,,,
2994,Saskatchewan,Mendham,Village,35,35,0,0.5,69.5,,,
2995,Saskatchewan,Meota,Village,307,297,3.4,1.55,198.4,,,
2996,Saskatchewan,Mervin,Village,160,145,10.3,0.73,217.8,,,
2997,Saskatchewan,Middle Lake,Village,242,277,?12.6,1.26,191.3,,,
2998,Saskatchewan,Milden,Village,181,172,5.2,1.19,151.6,,,
2999,Saskatchewan,Minton,Village,60,60,0,0.3,202,,,
3000,Saskatchewan,Mistatim,Village,73,89,?18.0,0.47,155,,,
3001,Saskatchewan,Montmartre,Village,476,413,15.3,1.7,279.8,,,
3002,Saskatchewan,Mortlach,Village,289,254,13.8,2.76,104.7,,,
3003,Saskatchewan,Muenster,Village,422,342,23.4,1.33,317.2,,,
3004,Saskatchewan,Neilburg,Village,448,394,13.7,1.22,365.9,,,
3005,Saskatchewan,Netherhill,Village,25,30,?16.7,0.73,34.2,,,
3006,Saskatchewan,Neudorf,Village,272,281,?3.2,2.05,132.8,,,
3007,Saskatchewan,Neville,Village,83,65,27.7,1.1,75.3,,,
3008,Saskatchewan,North Portal,Village,143,123,16.3,2.49,57.5,,,
3009,Saskatchewan,Odessa,Village,239,201,18.9,1.18,203.2,,,
3010,Saskatchewan,Osage,Village,20,20,0,0.59,34,,,
3011,Saskatchewan,Paddockwood,Village,163,125,30.4,0.65,251.1,,,
3012,Saskatchewan,Pangman,Village,214,200,7,0.73,292.7,,,
3013,Saskatchewan,Paradise Hill,Village,515,483,6.6,2.56,201.1,,,
3014,Saskatchewan,Parkside,Village,125,129,?3.1,0.92,136.1,,,
3015,Saskatchewan,Paynton,Village,151,151,0,0.85,177.5,,,
3016,Saskatchewan,Pelly,Village,283,287,?1.4,0.96,294.6,,,
3017,Saskatchewan,Pennant,Village,120,119,0.8,0.65,184.4,,,
3018,Saskatchewan,Perdue,Village,362,364,?0.5,1.1,330,,,
3019,Saskatchewan,Pierceland,Village,551,498,10.6,2.69,204.8,,,
3020,Saskatchewan,Pilger,Village,65,74,?12.2,0.52,126.2,,,
3021,Saskatchewan,Pleasantdale,Village,76,85,?10.6,0.56,136.6,,,
3022,Saskatchewan,Plenty,Village,131,126,4,0.65,200.8,,,
3023,Saskatchewan,Plunkett,Village,75,75,0,0.64,116.4,,,
3024,Saskatchewan,Prelate,Village,124,126,?1.6,0.87,142.2,,,
3025,Saskatchewan,Primate,Village,45,50,?10.0,0.94,47.8,,,
3026,Saskatchewan,Prud'homme,Village,172,167,3,0.84,204.7,,,
3027,Saskatchewan,Punnichy,Village,246,277,?11.2,0.68,363.3,,,
3028,Saskatchewan,Quill Lake,Village,409,413,?1.0,1.3,314.3,,,
3029,Saskatchewan,Quinton,Village,111,108,2.8,0.96,115.1,,,
3030,Saskatchewan,Rabbit Lake,Village,127,113,12.4,0.92,138.7,,,
3031,Saskatchewan,Rama,Village,75,75,0,0.67,112.3,,,
3032,Saskatchewan,Rhein,Village,158,161,?1.9,1.09,144.5,,,
3033,Saskatchewan,Richard,Village,30,25,20,0.73,41.1,,,
3034,Saskatchewan,Richmound,Village,154,159,?3.1,0.47,327.8,,,
3035,Saskatchewan,Ridgedale,Village,80,66,21.2,0.72,111.4,,,
3036,Saskatchewan,Riverhurst,Village,114,121,?5.8,0.91,124.8,,,
3037,Saskatchewan,Roche Percee,Village,153,149,2.7,2.83,54.1,,,
3038,Saskatchewan,Ruddell,Village,20,20,0,0.47,42.5,,,
3039,Saskatchewan,Rush Lake,Village,65,50,30,0.74,87.8,,,
3040,Saskatchewan,Sceptre,Village,97,99,?2.0,1.23,78.7,,,
3041,Saskatchewan,Sedley,Village,337,319,5.6,1.31,256.8,,,
3042,Saskatchewan,Semans,Village,204,195,4.6,1.14,178.3,,,
3043,Saskatchewan,Senlac,Village,46,45,2.2,0.6,77.2,,,
3044,Saskatchewan,Shamrock,Village,20,20,0,0.79,25.3,,,
3045,Saskatchewan,Sheho,Village,130,121,7.4,1.95,66.6,,,
3046,Saskatchewan,Shell Lake,Village,152,152,0,1.23,123.6,,,
3047,Saskatchewan,Silton,Village,95,91,4.4,1.07,88.7,,,
3048,Saskatchewan,Simpson,Village,131,118,11,1.41,92.7,,,
3049,Saskatchewan,Smeaton,Village,181,183,?1.1,1.5,120.9,,,
3050,Saskatchewan,Smiley,Village,60,50,20,0.64,93.3,,,
3051,Saskatchewan,Spalding,Village,242,237,2.1,1.18,205.5,,,
3052,Saskatchewan,Speers,Village,65,74,?12.2,0.69,94.8,,,
3053,Saskatchewan,Spy Hill,Village,204,201,1.5,1.19,171.6,,,
3054,Saskatchewan,St. Benedict,Village,82,78,5.1,0.54,152.5,,,
3055,Saskatchewan,St. Gregor,Village,98,102,?3.9,0.91,107.1,,,
3056,Saskatchewan,St. Louis,Village,449,431,4.2,1.08,416.6,,,
3057,Saskatchewan,Stenen,Village,79,91,?13.2,0.58,135.7,,,
3058,Saskatchewan,Stewart Valley,Village,76,100,?24.0,0.86,88.2,,,
3059,Saskatchewan,Stockholm,Village,341,323,5.6,1.65,206.6,,,
3060,Saskatchewan,Storthoaks,Village,93,82,13.4,0.49,190.3,,,
3061,Saskatchewan,Strongfield,Village,40,47,?14.9,0.8,50.3,,,
3062,Saskatchewan,Success,Village,40,40,0,1.38,28.9,,,
3063,Saskatchewan,Tantallon,Village,105,105,0,0.84,124.9,,,
3064,Saskatchewan,Tessier,Village,25,20,25,1,25,,,
3065,Saskatchewan,Theodore,Village,345,339,1.8,1.73,199.3,,,
3066,Saskatchewan,Togo,Village,87,100,?13.0,1.5,57.9,,,
3067,Saskatchewan,Tompkins,Village,170,173,?1.7,2.65,64.1,,,
3068,Saskatchewan,Torquay,Village,236,184,28.3,1.35,174.4,,,
3069,Saskatchewan,Tramping Lake,Village,55,60,?8.3,1.39,39.6,,,
3070,Saskatchewan,Tribune,Village,25,35,?28.6,1.61,15.5,,,
3071,Saskatchewan,Tugaske,Village,92,105,?12.4,0.76,120.7,,,
3072,Saskatchewan,Tuxford,Village,91,88,3.4,0.62,147.8,,,
3073,Saskatchewan,Val Marie,Village,130,137,?5.1,0.42,309.5,,,
3074,Saskatchewan,Valparaiso,Village,15,20,?25.0,0.69,21.6,,,
3075,Saskatchewan,Vanguard,Village,152,152,0,1.86,81.6,,,
3076,Saskatchewan,Vanscoy,Village,377,339,11.2,1.49,253.7,,,
3077,Saskatchewan,Vibank,Village,374,361,3.6,0.73,509.1,,,
3078,Saskatchewan,Viscount,Village,252,251,0.4,1.18,212.7,,,
3079,Saskatchewan,Waldeck,Village,297,294,1,2,148.3,,,
3080,Saskatchewan,Waldron,Village,20,20,0,1.45,13.8,,,
3081,Saskatchewan,Waseca,Village,154,144,6.9,0.68,225.9,,,
3082,Saskatchewan,Webb,Village,58,44,31.8,1.41,41.3,,,
3083,Saskatchewan,Weekes,Village,42,55,?23.6,0.59,70.7,,,
3084,Saskatchewan,Weirdale,Village,75,83,?9.6,1.36,55,,,
3085,Saskatchewan,Weldon,Village,196,205,?4.4,1.1,178.6,,,
3086,Saskatchewan,Welwyn,Village,135,142,?4.9,0.64,211.2,,,
3087,Saskatchewan,White Fox,Village,364,348,4.6,0.85,427,,,
3088,Saskatchewan,Wilcox,Village,339,222,52.7,1.48,229.7,,,
3089,Saskatchewan,Windthorst,Village,215,194,10.8,1.43,150.7,,,
3090,Saskatchewan,Wiseton,Village,88,96,?8.3,0.77,114.6,,,
3091,Saskatchewan,Wood Mountain,Village,25,20,25,0.61,40.8,,,
3092,Saskatchewan,Yarbo,Village,53,72,?26.4,0.83,63.9,,,
3093,Saskatchewan,Young,Village,239,263,?9.1,2.51,95.2,,,
3094,Saskatchewan,Zelma,Village,35,30,16.7,0.72,48.9,,,
3095,Saskatchewan,Zenon Park,Village,187,192,?2.6,0.56,336.1,,,
3096,Saskatchewan,Alice Beach,Resort village,45,68,?33.8,0.71,63.7,,,
3097,Saskatchewan,Aquadeo,Resort village,84,123,?31.7,0.74,113.3,,,
3098,Saskatchewan,Beaver Flat,Resort village,40,58,?31.0,0.92,43.6,,,
3099,Saskatchewan,Big Shell,Resort village,45,45,0,1.02,44.3,,,
3100,Saskatchewan,Bird's Point,Resort village,103,88,17,0.58,177.4,,,
3101,Saskatchewan,B-Say-Tah,Resort village,187,206,?9.2,1.33,140.3,,,
3102,Saskatchewan,Candle Lake,Resort village,765,792,?3.4,63.32,12.1,,,
3103,Saskatchewan,Chitek Lake,Resort village,167,219,?23.7,2.54,65.9,,,
3104,Saskatchewan,Chorney Beach,Resort village,15,36,?58.3,0.17,89.4,,,
3105,Saskatchewan,Cochin,Resort village,122,208,?41.3,1.35,90.6,,,
3106,Saskatchewan,Coteau Beach,Resort village,40,30,33.3,0.54,74.2,,,
3107,Saskatchewan,Echo Bay,Resort village,38,77,?50.6,0.8,47.7,,,
3108,Saskatchewan,Etters Beach,Resort village,30,15,100,0.12,253.4,,,
3109,Saskatchewan,Fort San,Resort village,187,215,?13.0,2.9,64.6,,,
3110,Saskatchewan,Glen Harbour,Resort village,65,73,?11.0,0.35,185.8,,,
3111,Saskatchewan,Grandview Beach,Resort village,25,35,?28.6,0.25,98.6,,,
3112,Saskatchewan,Greig Lake,Resort village,23,20,15,0.14,163.2,,,
3113,Saskatchewan,Island View,Resort village,65,88,?26.1,0.43,150.2,,,
3114,Saskatchewan,Kannata Valley,Resort village,101,133,?24.1,0.63,159.6,,,
3115,Saskatchewan,Katepwa,Resort village,403,285,41.4,5.78,69.7,,,
3116,Saskatchewan,Kivimaa-Moonlight Bay,Resort village,84,126,?33.3,0.55,154,,,
3117,Saskatchewan,Leslie Beach,Resort village,23,30,?23.3,0.56,41.1,,,
3118,Saskatchewan,Lumsden Beach,Resort village,10,40,?75.0,0.47,21.3,,,
3119,Saskatchewan,Manitou Beach,Resort village,257,233,10.3,3.09,83.1,,,
3120,Saskatchewan,Melville Beach,Resort village,27,41,?34.1,0.21,128.6,,,
3121,Saskatchewan,Metinota,Resort village,89,89,0,0.52,170,,,
3122,Saskatchewan,Mistusinne,Resort village,66,56,17.9,1.49,44.3,,,
3123,Saskatchewan,North Grove,Resort village,49,68,?27.9,1.03,47.8,,,
3124,Saskatchewan,Pebble Baye,Resort village,33,27,22.2,0.74,44.4,,,
3125,Saskatchewan,Pelican Pointe,Resort village,15,23,?34.8,0.12,125.2,,,
3126,Saskatchewan,Saskatchewan Beach,Resort village,213,155,37.4,1.57,135.5,,,
3127,Saskatchewan,Shields,Resort village,220,172,27.9,0.72,304.5,,,
3128,Saskatchewan,South Lake,Resort village,48,105,?54.3,1.15,41.9,,,
3129,Saskatchewan,Sun Valley,Resort village,80,128,?37.5,2.33,34.3,,,
3130,Saskatchewan,Sunset Cove,Resort village,25,26,?3.8,0.17,148.4,,,
3131,Saskatchewan,Thode,Resort village,157,156,0.6,0.73,214.2,,,
3132,Saskatchewan,Tobin Lake,Resort village,90,87,3.4,1.81,49.6,,,
3133,Saskatchewan,Wakaw Lake,Resort village,30,35,?14.3,0.59,50.9,,,
3134,Saskatchewan,Wee Too Beach,Resort village,35,60,?41.7,0.17,207.8,,,
3135,Saskatchewan,West End,Resort village,17,26,?34.6,0.34,50.4,,,
3136,Saskatchewan,Aberdeen No. 373,,"1,016",765,32.8,673.42,1.5,,,
3137,Saskatchewan,Abernethy No. 186,,387,375,3.2,779.42,0.5,,,
3138,Saskatchewan,Antelope Park No. 322,,150,151,?0.7,612.66,0.2,,,
3139,Saskatchewan,Antler No. 61,,536,506,5.9,832.09,0.6,,,
3140,Saskatchewan,Arborfield No. 456,,453,429,5.6,"1,416.01",0.3,,,
3141,Saskatchewan,Argyle No. 1,,270,267,1.1,579.99,0.5,,,
3142,Saskatchewan,Arlington No. 79,,345,413,?16.5,846.79,0.4,,,
3143,Saskatchewan,Arm River No. 252,,249,240,3.8,725.26,0.3,,,
3144,Saskatchewan,Auvergne No. 76,,354,374,?5.3,854.46,0.4,,,
3145,Saskatchewan,Baildon No. 131,,594,548,8.4,846.21,0.7,,,
3146,Saskatchewan,Barrier Valley No. 397,,498,576,?13.5,819.99,0.6,,,
3147,Saskatchewan,Battle River No. 438,,"1,099","1,053",4.4,"1,061.40",1,,,
3148,Saskatchewan,Bayne No. 371,,493,505,?2.4,802.93,0.6,,,
3149,Saskatchewan,Beaver River No. 622,,"1,017","1,108",?8.2,"2,370.25",0.4,,,
3150,Saskatchewan,Bengough No. 40,,329,337,?2.4,"1,036.91",0.3,,,
3151,Saskatchewan,Benson No. 35,,490,434,12.9,836.39,0.6,,,
3152,Saskatchewan,Big Arm No. 251,,200,237,?15.6,699.47,0.3,,,
3153,Saskatchewan,Big Quill No. 308,,587,635,?7.6,739.86,0.8,,,
3154,Saskatchewan,Big River No. 555,,855,851,0.5,"2,487.82",0.3,,,
3155,Saskatchewan,Big Stick No. 141,,148,182,?18.7,821.4,0.2,,,
3156,Saskatchewan,Biggar No. 347,,820,882,?7.0,"1,598.56",0.5,,,
3157,Saskatchewan,Birch Hills No. 460,,663,701,?5.4,554.07,1.2,,,
3158,Saskatchewan,Bjorkdale No. 426,,900,997,?9.7,"1,460.50",0.6,,,
3159,Saskatchewan,Blaine Lake No. 434,,288,302,?4.6,799.69,0.4,,,
3160,Saskatchewan,Blucher No. 343,,"1,787","1,588",12.5,789.01,2.3,,,
3161,Saskatchewan,Bone Creek No. 108,,340,321,5.9,847.16,0.4,,,
